sign,tau,path
311.8776308769,0.4009453182,0
310.3669887947,0.4009453182,0
310.3669887947,0.4009453182,0
315.672022292,4.8797978975,0
315.672022292,4.8797978975,0
305.0477263295,17.4264526118,0
305.0477263295,17.4264526118,0
310.3598743108,30.427837992,0
310.3598743108,30.427837992,0
315.672022292,42.5270964062,0
315.672022292,42.5270964062,0
317.9415426573,54.6287996088,0
317.9415426573,54.6287996088,0
298.2249362661,64.9311384565,0
298.2249362661,64.9311384565,0
302.0122131974,74.7934153696,0
302.0122131974,74.7934153696,0
311.8776308769,83.7560101051,0
311.8776308769,83.7560101051,0
292.1539100018,90.4767337625,0
292.1539100018,90.4767337625,0
296.7071797,98.5420911091,0
296.7071797,98.5420911091,0
295.1894231339,93.6133974411,0
295.1894231339,93.6133974411,0
291.3950317187,85.5480400945,0
291.3950317187,85.5480400945,0
285.3240054544,93.6133974411,0
285.3240054544,93.6133974411,0
286.0828837375,96.7500611197,0
286.0828837375,96.7500611197,0
282.2884923223,86.8951185722,0
282.2884923223,86.8951185722,0
283.7991344045,88.2397522614,0
283.7991344045,88.2397522614,0
295.18230865,99.4417732866,0
295.18230865,99.4417732866,0
287.5935258196,92.2687637519,0
287.5935258196,92.2687637519,0
280.0047429893,86.447722272,0
280.0047429893,86.447722272,0
282.2813778384,96.3026648195,0
282.2813778384,96.3026648195,0
292.9056738009,97.202346997,0
292.9056738009,97.202346997,0
271.6641963598,86.447722272,0
271.6641963598,86.447722272,0
292.1467955179,92.2687637519,0
292.1467955179,92.2687637519,0
271.6641963598,98.9943769864,0
271.6641963598,98.9943769864,0
286.8417620205,90.9216852742,0
286.8417620205,90.9216852742,0
270.1464397937,84.648357917,0
270.1464397937,84.648357917,0
286.0828837375,94.9580311303,0
286.0828837375,94.9580311303,0
283.0402561214,99.8867247983,0
283.0402561214,99.8867247983,0
287.5935258196,90.0293374623,0
287.5935258196,90.0293374623,0
280.0047429893,86.8951185722,0
280.0047429893,86.8951185722,0
273.1748384419,98.9943769864,0
273.1748384419,98.9943769864,0
280.0118574732,96.7500611197,0
280.0118574732,96.7500611197,0
271.6641963598,84.648357917,0
271.6641963598,84.648357917,0
278.4941009071,90.4767337625,0
278.4941009071,90.4767337625,0
270.9053180767,98.5420911091,0
270.9053180767,98.5420911091,0
272.4159601589,90.0293374623,0
272.4159601589,90.0293374623,0
278.4869864232,87.3400700839,0
278.4869864232,87.3400700839,0
289.8772751527,99.4417732866,0
289.8772751527,99.4417732866,0
268.6215687437,96.7500611197,0
268.6215687437,96.7500611197,0
274.6997094919,85.1030885828,0
274.6997094919,85.1030885828,0
280.7707357562,90.9216852742,0
280.7707357562,90.9216852742,0
269.3875615106,98.9943769864,0
