w,sign,path
0.024102686,311.8061674009,0
0.0161873069,310.2953173438,0
0.0161873069,310.2953173438,0
0.0174708819,315.6012400065,0
0.0174708819,315.6012400065,0
0.022819111,304.986131506,0
0.022819111,304.986131506,0
0.0270263846,310.2822646435,0
0.0270263846,310.2822646435,0
0.0295935346,315.5914504813,0
0.0295935346,315.5914504813,0
0.0481340623,317.8658835046,0
0.0481340623,317.8658835046,0
0.0556215831,298.1530429108,0
0.0556215831,298.1530429108,0
0.0683860233,301.9513786915,0
0.0683860233,301.9513786915,0
0.0952697884,311.8061674009,0
0.0952697884,311.8061674009,0
0.1165913953,292.093326807,0
0.1165913953,292.093326807,0
0.1341335869,296.6421928536,0
0.1341335869,296.6421928536,0
0.1554551937,295.1280796215,0
0.1554551937,295.1280796215,0
0.1417637271,291.3330070158,0
0.1417637271,291.3330070158,0
0.1396244355,285.2732909121,0
0.1396244355,285.2732909121,0
0.1548134062,286.023821178,0
0.1548134062,286.023821178,0
0.1539576896,282.2352749225,0
0.1539576896,282.2352749225,0
0.1581649632,283.7493881547,0
0.1581649632,283.7493881547,0
0.1594485382,295.1182900963,0
0.1594485382,295.1182900963,0
0.1671499881,287.5346712351,0
0.1671499881,287.5346712351,0
0.163085334,279.951052374,0
0.163085334,279.951052374,0
0.1680057048,282.2254853973,0
0.1680057048,282.2254853973,0
0.1695032089,292.8438570729,0
0.1695032089,292.8438570729,0
0.1789160922,271.6071137217,0
0.1789160922,271.6071137217,0
0.1671499881,292.0835372818,0
0.1671499881,292.0835372818,0
0.1804135964,271.6071137217,0
0.1804135964,271.6071137217,0
0.1824815783,286.7841409692,0
0.1824815783,286.7841409692,0
0.1837651533,270.0962636645,0
0.1837651533,270.0962636645,0
0.1716425006,286.023821178,0
0.1716425006,286.023821178,0
0.1818397908,282.9792788383,0
0.1818397908,282.9792788383,0
0.1888994533,287.5346712351,0
0.1888994533,287.5346712351,0
0.1737817923,279.951052374,0
0.1737817923,279.951052374,0
0.1765628714,273.1212269538,0
0.1765628714,273.1212269538,0
0.2023769907,279.951052374,0
0.2023769907,279.951052374,0
0.1799857381,271.6071137217,0
0.1799857381,271.6071137217,0
0.1759210839,278.4402023169,0
0.1759210839,278.4402023169,0
0.1854765866,270.8565834557,0
0.1854765866,270.8565834557,0
0.1888994533,272.3609071627,0
0.1888994533,272.3609071627,0
0.188471595,278.4304127916,0
0.188471595,278.4304127916,0
0.1869740908,289.8188937837,0
0.1869740908,289.8188937837,0
0.1983123366,268.5723609072,0
0.1983123366,268.5723609072,0
0.1985262657,274.6451297112,0
0.1985262657,274.6451297112,0
0.1787021631,280.7146353402,0
0.1787021631,280.7146353402,0
0.1961730449,269.3359438734,0
0.1961730449,269.3359438734,0
0.1944616116,276.1559797683,0
0.1944616116,276.1559797683,0
0.1916805324,281.4651656061,0
0.1916805324,281.4651656061,0
0.1914666033,275.4054495024,0
0.1914666033,275.4054495024,0
0.2055859282,273.1212269538,0
0.2055859282,273.1212269538,0
