Unnamed: 0,time,well,value,serial_number,plate_number,sample_number,row,column,replicate_number,name,substrate_concentration,enzyme_concentration,sample_type
51,506,I2,523.0,21062324,1,9,I,2,2,dad_t1_cys,100.0,0.05,sample
52,6,I3,322.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
53,26,I3,325.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
54,46,I3,336.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
55,66,I3,340.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
56,86,I3,352.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
57,106,I3,354.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
58,126,I3,362.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
59,146,I3,373.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
60,166,I3,377.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
61,186,I3,386.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
62,206,I3,393.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
63,226,I3,406.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
64,246,I3,412.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
65,266,I3,420.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
66,286,I3,435.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
67,306,I3,444.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
68,326,I3,450.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
69,346,I3,461.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
70,366,I3,472.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
71,386,I3,480.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
72,406,I3,492.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
73,426,I3,504.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
74,446,I3,517.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
75,466,I3,528.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
76,486,I3,536.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
77,506,I3,547.0,21062324,1,17,I,3,3,dad_t1_cys,100.0,0.05,sample
232,6,I10,303.0,21062324,1,73,I,10,1,negative_control,100.0,0.0,negative_control
233,26,I10,300.0,21062324,1,73,I,10,1,negative_control,100.0,0.0,negative_control
234,46,I10,302.0,21062324,1,73,I,10,1,negative_control,100.0,0.0,negative_control
235,66,I10,303.0,21062324,1,73,I,10,1,negative_control,100.0,0.0,negative_control
236,86,I10,303.0,21062324,1,73,I,10,1,negative_control,100.0,0.0,negative_control
237,106,I10,306.0,21062324,1,73,I,10,1,negative_control,100.0,0.0,negative_control
238,126,I10,301.0,21062324,1,73,I,10,1,negative_control,100.0,0.0,negative_control
239,146,I10,304.0,21062324,1,73,I,10,1,negative_control,100.0,0.0,negative_control
240,166,I10,304.0,21062324,1,73,I,10,1,negative_control,100.0,0.0,negative_control
241,186,I10,306.0,21062324,1,73,I,10,1,negative_control,100.0,0.0,negative_control
242,206,I10,305.0,21062324,1,73,I,10,1,negative_control,100.0,0.0,negative_control
243,226,I10,305.0,21062324,1,73,I,10,1,negative_control,100.0,0.0,negative_control
244,246,I10,308.0,21062324,1,73,I,10,1,negative_control,100.0,0.0,negative_control
245,266,I10,306.0,21062324,1,73,I,10,1,negative_control,100.0,0.0,negative_control
246,286,I10,305.0,21062324,1,73,I,10,1,negative_control,100.0,0.0,negative_control
247,306,I10,307.0,21062324,1,73,I,10,1,negative_control,100.0,0.0,negative_control
248,326,I10,307.0,21062324,1,73,I,10,1,negative_control,100.0,0.0,negative_control
249,346,I10,307.0,21062324,1,73,I,10,1,negative_control,100.0,0.0,negative_control
250,366,I10,306.0,21062324,1,73,I,10,1,negative_control,100.0,0.0,negative_control
251,386,I10,311.0,21062324,1,73,I,10,1,negative_control,100.0,0.0,negative_control
252,406,I10,306.0,21062324,1,73,I,10,1,negative_control,100.0,0.0,negative_control
253,426,I10,308.0,21062324,1,73,I,10,1,negative_control,100.0,0.0,negative_control
254,446,I10,309.0,21062324,1,73,I,10,1,negative_control,100.0,0.0,negative_control
255,466,I10,307.0,21062324,1,73,I,10,1,negative_control,100.0,0.0,negative_control
256,486,I10,310.0,21062324,1,73,I,10,1,negative_control,100.0,0.0,negative_control
257,6,I11,302.0,21062324,1,81,I,11,2,negative_control,100.0,0.0,negative_control
258,26,I11,300.0,21062324,1,81,I,11,2,negative_control,100.0,0.0,negative_control
259,46,I11,303.0,21062324,1,81,I,11,2,negative_control,100.0,0.0,negative_control
260,66,I11,304.0,21062324,1,81,I,11,2,negative_control,100.0,0.0,negative_control
261,86,I11,303.0,21062324,1,81,I,11,2,negative_control,100.0,0.0,negative_control
262,106,I11,303.0,21062324,1,81,I,11,2,negative_control,100.0,0.0,negative_control
263,126,I11,301.0,21062324,1,81,I,11,2,negative_control,100.0,0.0,negative_control
264,146,I11,300.0,21062324,1,81,I,11,2,negative_control,100.0,0.0,negative_control
265,166,I11,301.0,21062324,1,81,I,11,2,negative_control,100.0,0.0,negative_control
266,186,I11,305.0,21062324,1,81,I,11,2,negative_control,100.0,0.0,negative_control
267,206,I11,305.0,21062324,1,81,I,11,2,negative_control,100.0,0.0,negative_control
268,226,I11,306.0,21062324,1,81,I,11,2,negative_control,100.0,0.0,negative_control
269,246,I11,304.0,21062324,1,81,I,11,2,negative_control,100.0,0.0,negative_control
270,266,I11,305.0,21062324,1,81,I,11,2,negative_control,100.0,0.0,negative_control
271,286,I11,303.0,21062324,1,81,I,11,2,negative_control,100.0,0.0,negative_control
272,306,I11,306.0,21062324,1,81,I,11,2,negative_control,100.0,0.0,negative_control
273,326,I11,305.0,21062324,1,81,I,11,2,negative_control,100.0,0.0,negative_control
274,346,I11,306.0,21062324,1,81,I,11,2,negative_control,100.0,0.0,negative_control
275,366,I11,306.0,21062324,1,81,I,11,2,negative_control,100.0,0.0,negative_control
276,386,I11,310.0,21062324,1,81,I,11,2,negative_control,100.0,0.0,negative_control
277,406,I11,308.0,21062324,1,81,I,11,2,negative_control,100.0,0.0,negative_control
278,426,I11,309.0,21062324,1,81,I,11,2,negative_control,100.0,0.0,negative_control
279,446,I11,308.0,21062324,1,81,I,11,2,negative_control,100.0,0.0,negative_control
280,466,I11,311.0,21062324,1,81,I,11,2,negative_control,100.0,0.0,negative_control
281,486,I11,310.0,21062324,1,81,I,11,2,negative_control,100.0,0.0,negative_control
282,6,I12,339.0,21062324,1,89,I,12,3,negative_control,100.0,0.0,negative_control
283,26,I12,339.0,21062324,1,89,I,12,3,negative_control,100.0,0.0,negative_control
284,46,I12,339.0,21062324,1,89,I,12,3,negative_control,100.0,0.0,negative_control
285,66,I12,338.0,21062324,1,89,I,12,3,negative_control,100.0,0.0,negative_control
286,86,I12,340.0,21062324,1,89,I,12,3,negative_control,100.0,0.0,negative_control
287,106,I12,341.0,21062324,1,89,I,12,3,negative_control,100.0,0.0,negative_control
288,126,I12,340.0,21062324,1,89,I,12,3,negative_control,100.0,0.0,negative_control
289,146,I12,343.0,21062324,1,89,I,12,3,negative_control,100.0,0.0,negative_control
290,166,I12,341.0,21062324,1,89,I,12,3,negative_control,100.0,0.0,negative_control
291,186,I12,339.0,21062324,1,89,I,12,3,negative_control,100.0,0.0,negative_control
292,206,I12,343.0,21062324,1,89,I,12,3,negative_control,100.0,0.0,negative_control
293,226,I12,343.0,21062324,1,89,I,12,3,negative_control,100.0,0.0,negative_control
294,246,I12,343.0,21062324,1,89,I,12,3,negative_control,100.0,0.0,negative_control
295,266,I12,340.0,21062324,1,89,I,12,3,negative_control,100.0,0.0,negative_control
296,286,I12,342.0,21062324,1,89,I,12,3,negative_control,100.0,0.0,negative_control
297,306,I12,344.0,21062324,1,89,I,12,3,negative_control,100.0,0.0,negative_control
298,326,I12,342.0,21062324,1,89,I,12,3,negative_control,100.0,0.0,negative_control
299,346,I12,345.0,21062324,1,89,I,12,3,negative_control,100.0,0.0,negative_control
300,366,I12,343.0,21062324,1,89,I,12,3,negative_control,100.0,0.0,negative_control
301,386,I12,344.0,21062324,1,89,I,12,3,negative_control,100.0,0.0,negative_control
302,406,I12,344.0,21062324,1,89,I,12,3,negative_control,100.0,0.0,negative_control
303,426,I12,345.0,21062324,1,89,I,12,3,negative_control,100.0,0.0,negative_control
304,446,I12,347.0,21062324,1,89,I,12,3,negative_control,100.0,0.0,negative_control
305,466,I12,345.0,21062324,1,89,I,12,3,negative_control,100.0,0.0,negative_control
306,486,I12,346.0,21062324,1,89,I,12,3,negative_control,100.0,0.0,negative_control
307,6,J1,265.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
308,26,J1,269.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
309,46,J1,274.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
310,66,J1,280.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
311,86,J1,285.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
312,106,J1,293.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
313,126,J1,305.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
314,146,J1,312.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
315,166,J1,316.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
316,186,J1,327.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
317,206,J1,339.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
318,226,J1,345.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
319,246,J1,355.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
320,266,J1,364.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
321,286,J1,375.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
322,306,J1,383.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
323,326,J1,397.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
324,346,J1,404.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
325,366,J1,417.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
326,386,J1,426.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
327,406,J1,439.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
328,426,J1,448.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
329,446,J1,459.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
330,466,J1,473.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
331,486,J1,486.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
332,506,J1,495.0,21062324,1,2,J,1,1,dad_t1_cys,50.0,0.05,sample
333,6,J2,257.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
334,26,J2,264.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
335,46,J2,268.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
336,66,J2,277.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
337,86,J2,283.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
338,106,J2,291.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
339,126,J2,301.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
340,146,J2,306.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
341,166,J2,315.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
342,186,J2,325.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
343,206,J2,328.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
344,226,J2,340.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
345,246,J2,351.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
346,266,J2,358.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
347,286,J2,370.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
348,306,J2,376.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
349,326,J2,387.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
350,346,J2,401.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
351,366,J2,407.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
352,386,J2,416.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
353,406,J2,430.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
354,426,J2,444.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
355,446,J2,452.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
356,466,J2,461.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
357,486,J2,473.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
358,506,J2,486.0,21062324,1,10,J,2,2,dad_t1_cys,50.0,0.05,sample
359,6,J3,258.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
360,26,J3,268.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
361,46,J3,270.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
362,66,J3,276.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
363,86,J3,283.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
364,106,J3,289.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
365,126,J3,296.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
366,146,J3,304.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
367,166,J3,311.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
368,186,J3,320.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
369,206,J3,327.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
370,226,J3,335.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
371,246,J3,343.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
372,266,J3,352.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
373,286,J3,362.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
374,306,J3,370.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
375,326,J3,380.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
376,346,J3,388.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
377,366,J3,400.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
378,386,J3,410.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
379,406,J3,418.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
380,426,J3,426.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
381,446,J3,437.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
382,466,J3,450.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
383,486,J3,458.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
384,506,J3,468.0,21062324,1,18,J,3,3,dad_t1_cys,50.0,0.05,sample
539,6,J10,251.0,21062324,1,74,J,10,1,negative_control,50.0,0.0,negative_control
540,26,J10,251.0,21062324,1,74,J,10,1,negative_control,50.0,0.0,negative_control
541,46,J10,250.0,21062324,1,74,J,10,1,negative_control,50.0,0.0,negative_control
542,66,J10,251.0,21062324,1,74,J,10,1,negative_control,50.0,0.0,negative_control
543,86,J10,249.0,21062324,1,74,J,10,1,negative_control,50.0,0.0,negative_control
544,106,J10,251.0,21062324,1,74,J,10,1,negative_control,50.0,0.0,negative_control
545,126,J10,252.0,21062324,1,74,J,10,1,negative_control,50.0,0.0,negative_control
546,146,J10,251.0,21062324,1,74,J,10,1,negative_control,50.0,0.0,negative_control
547,166,J10,253.0,21062324,1,74,J,10,1,negative_control,50.0,0.0,negative_control
548,186,J10,252.0,21062324,1,74,J,10,1,negative_control,50.0,0.0,negative_control
549,206,J10,250.0,21062324,1,74,J,10,1,negative_control,50.0,0.0,negative_control
550,226,J10,254.0,21062324,1,74,J,10,1,negative_control,50.0,0.0,negative_control
551,246,J10,255.0,21062324,1,74,J,10,1,negative_control,50.0,0.0,negative_control
552,266,J10,255.0,21062324,1,74,J,10,1,negative_control,50.0,0.0,negative_control
553,286,J10,255.0,21062324,1,74,J,10,1,negative_control,50.0,0.0,negative_control
554,306,J10,251.0,21062324,1,74,J,10,1,negative_control,50.0,0.0,negative_control
555,326,J10,253.0,21062324,1,74,J,10,1,negative_control,50.0,0.0,negative_control
556,346,J10,253.0,21062324,1,74,J,10,1,negative_control,50.0,0.0,negative_control
557,366,J10,252.0,21062324,1,74,J,10,1,negative_control,50.0,0.0,negative_control
558,386,J10,254.0,21062324,1,74,J,10,1,negative_control,50.0,0.0,negative_control
559,406,J10,253.0,21062324,1,74,J,10,1,negative_control,50.0,0.0,negative_control
560,426,J10,253.0,21062324,1,74,J,10,1,negative_control,50.0,0.0,negative_control
561,446,J10,256.0,21062324,1,74,J,10,1,negative_control,50.0,0.0,negative_control
562,466,J10,254.0,21062324,1,74,J,10,1,negative_control,50.0,0.0,negative_control
563,486,J10,257.0,21062324,1,74,J,10,1,negative_control,50.0,0.0,negative_control
564,6,J11,252.0,21062324,1,82,J,11,2,negative_control,50.0,0.0,negative_control
565,26,J11,257.0,21062324,1,82,J,11,2,negative_control,50.0,0.0,negative_control
566,46,J11,255.0,21062324,1,82,J,11,2,negative_control,50.0,0.0,negative_control
567,66,J11,255.0,21062324,1,82,J,11,2,negative_control,50.0,0.0,negative_control
568,86,J11,256.0,21062324,1,82,J,11,2,negative_control,50.0,0.0,negative_control
569,106,J11,253.0,21062324,1,82,J,11,2,negative_control,50.0,0.0,negative_control
570,126,J11,256.0,21062324,1,82,J,11,2,negative_control,50.0,0.0,negative_control
571,146,J11,254.0,21062324,1,82,J,11,2,negative_control,50.0,0.0,negative_control
572,166,J11,254.0,21062324,1,82,J,11,2,negative_control,50.0,0.0,negative_control
573,186,J11,256.0,21062324,1,82,J,11,2,negative_control,50.0,0.0,negative_control
574,206,J11,256.0,21062324,1,82,J,11,2,negative_control,50.0,0.0,negative_control
575,226,J11,254.0,21062324,1,82,J,11,2,negative_control,50.0,0.0,negative_control
576,246,J11,256.0,21062324,1,82,J,11,2,negative_control,50.0,0.0,negative_control
577,266,J11,258.0,21062324,1,82,J,11,2,negative_control,50.0,0.0,negative_control
578,286,J11,258.0,21062324,1,82,J,11,2,negative_control,50.0,0.0,negative_control
579,306,J11,256.0,21062324,1,82,J,11,2,negative_control,50.0,0.0,negative_control
580,326,J11,258.0,21062324,1,82,J,11,2,negative_control,50.0,0.0,negative_control
581,346,J11,256.0,21062324,1,82,J,11,2,negative_control,50.0,0.0,negative_control
582,366,J11,256.0,21062324,1,82,J,11,2,negative_control,50.0,0.0,negative_control
583,386,J11,256.0,21062324,1,82,J,11,2,negative_control,50.0,0.0,negative_control
584,406,J11,257.0,21062324,1,82,J,11,2,negative_control,50.0,0.0,negative_control
585,426,J11,259.0,21062324,1,82,J,11,2,negative_control,50.0,0.0,negative_control
586,446,J11,257.0,21062324,1,82,J,11,2,negative_control,50.0,0.0,negative_control
587,466,J11,258.0,21062324,1,82,J,11,2,negative_control,50.0,0.0,negative_control
588,486,J11,258.0,21062324,1,82,J,11,2,negative_control,50.0,0.0,negative_control
589,6,J12,295.0,21062324,1,90,J,12,3,negative_control,50.0,0.0,negative_control
590,26,J12,296.0,21062324,1,90,J,12,3,negative_control,50.0,0.0,negative_control
591,46,J12,299.0,21062324,1,90,J,12,3,negative_control,50.0,0.0,negative_control
592,66,J12,295.0,21062324,1,90,J,12,3,negative_control,50.0,0.0,negative_control
593,86,J12,296.0,21062324,1,90,J,12,3,negative_control,50.0,0.0,negative_control
594,106,J12,297.0,21062324,1,90,J,12,3,negative_control,50.0,0.0,negative_control
595,126,J12,298.0,21062324,1,90,J,12,3,negative_control,50.0,0.0,negative_control
596,146,J12,300.0,21062324,1,90,J,12,3,negative_control,50.0,0.0,negative_control
597,166,J12,298.0,21062324,1,90,J,12,3,negative_control,50.0,0.0,negative_control
598,186,J12,295.0,21062324,1,90,J,12,3,negative_control,50.0,0.0,negative_control
599,206,J12,295.0,21062324,1,90,J,12,3,negative_control,50.0,0.0,negative_control
600,226,J12,299.0,21062324,1,90,J,12,3,negative_control,50.0,0.0,negative_control
601,246,J12,296.0,21062324,1,90,J,12,3,negative_control,50.0,0.0,negative_control
602,266,J12,299.0,21062324,1,90,J,12,3,negative_control,50.0,0.0,negative_control
603,286,J12,294.0,21062324,1,90,J,12,3,negative_control,50.0,0.0,negative_control
604,306,J12,298.0,21062324,1,90,J,12,3,negative_control,50.0,0.0,negative_control
605,326,J12,295.0,21062324,1,90,J,12,3,negative_control,50.0,0.0,negative_control
606,346,J12,297.0,21062324,1,90,J,12,3,negative_control,50.0,0.0,negative_control
607,366,J12,299.0,21062324,1,90,J,12,3,negative_control,50.0,0.0,negative_control
608,386,J12,301.0,21062324,1,90,J,12,3,negative_control,50.0,0.0,negative_control
609,406,J12,300.0,21062324,1,90,J,12,3,negative_control,50.0,0.0,negative_control
610,426,J12,300.0,21062324,1,90,J,12,3,negative_control,50.0,0.0,negative_control
611,446,J12,301.0,21062324,1,90,J,12,3,negative_control,50.0,0.0,negative_control
612,466,J12,301.0,21062324,1,90,J,12,3,negative_control,50.0,0.0,negative_control
613,486,J12,302.0,21062324,1,90,J,12,3,negative_control,50.0,0.0,negative_control
614,6,K1,248.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
615,26,K1,256.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
616,46,K1,260.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
617,66,K1,260.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
618,86,K1,269.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
619,106,K1,275.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
620,126,K1,279.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
621,146,K1,287.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
