Unnamed: 0,time,well,value,serial_number,plate_number,sample_number,row,column,replicate_number,name,substrate_concentration,enzyme_concentration,sample_type
622,166,K1,291.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
623,186,K1,298.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
624,206,K1,304.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
625,226,K1,311.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
626,246,K1,318.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
627,266,K1,328.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
628,286,K1,335.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
629,306,K1,341.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
630,326,K1,349.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
631,346,K1,360.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
632,366,K1,365.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
633,386,K1,374.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
634,406,K1,383.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
635,426,K1,392.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
636,446,K1,397.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
637,466,K1,407.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
638,486,K1,416.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
639,506,K1,423.0,21062324,1,3,K,1,1,dad_t1_cys,25.0,0.05,sample
640,6,K2,246.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
641,26,K2,249.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
642,46,K2,253.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
643,66,K2,259.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
644,86,K2,263.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
645,106,K2,268.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
646,126,K2,273.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
647,146,K2,281.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
648,166,K2,285.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
649,186,K2,291.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
650,206,K2,298.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
651,226,K2,303.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
652,246,K2,310.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
653,266,K2,316.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
654,286,K2,327.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
655,306,K2,331.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
656,326,K2,337.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
657,346,K2,346.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
658,366,K2,354.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
659,386,K2,361.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
660,406,K2,371.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
661,426,K2,378.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
662,446,K2,382.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
663,466,K2,392.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
664,486,K2,404.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
665,506,K2,409.0,21062324,1,11,K,2,2,dad_t1_cys,25.0,0.05,sample
666,6,K3,258.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
667,26,K3,259.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
668,46,K3,265.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
669,66,K3,269.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
670,86,K3,273.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
671,106,K3,280.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
672,126,K3,283.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
673,146,K3,289.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
674,166,K3,294.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
675,186,K3,299.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
676,206,K3,304.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
677,226,K3,314.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
678,246,K3,316.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
679,266,K3,325.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
680,286,K3,331.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
681,306,K3,338.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
682,326,K3,342.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
683,346,K3,352.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
684,366,K3,357.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
685,386,K3,367.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
686,406,K3,374.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
687,426,K3,381.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
688,446,K3,388.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
689,466,K3,397.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
690,486,K3,405.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
691,506,K3,412.0,21062324,1,19,K,3,3,dad_t1_cys,25.0,0.05,sample
846,6,K10,282.0,21062324,1,75,K,10,1,negative_control,25.0,0.0,negative_control
847,26,K10,282.0,21062324,1,75,K,10,1,negative_control,25.0,0.0,negative_control
848,46,K10,282.0,21062324,1,75,K,10,1,negative_control,25.0,0.0,negative_control
849,66,K10,282.0,21062324,1,75,K,10,1,negative_control,25.0,0.0,negative_control
850,86,K10,284.0,21062324,1,75,K,10,1,negative_control,25.0,0.0,negative_control
851,106,K10,281.0,21062324,1,75,K,10,1,negative_control,25.0,0.0,negative_control
852,126,K10,282.0,21062324,1,75,K,10,1,negative_control,25.0,0.0,negative_control
853,146,K10,284.0,21062324,1,75,K,10,1,negative_control,25.0,0.0,negative_control
854,166,K10,282.0,21062324,1,75,K,10,1,negative_control,25.0,0.0,negative_control
855,186,K10,282.0,21062324,1,75,K,10,1,negative_control,25.0,0.0,negative_control
856,206,K10,283.0,21062324,1,75,K,10,1,negative_control,25.0,0.0,negative_control
857,226,K10,283.0,21062324,1,75,K,10,1,negative_control,25.0,0.0,negative_control
858,246,K10,282.0,21062324,1,75,K,10,1,negative_control,25.0,0.0,negative_control
859,266,K10,283.0,21062324,1,75,K,10,1,negative_control,25.0,0.0,negative_control
860,286,K10,282.0,21062324,1,75,K,10,1,negative_control,25.0,0.0,negative_control
861,306,K10,281.0,21062324,1,75,K,10,1,negative_control,25.0,0.0,negative_control
862,326,K10,282.0,21062324,1,75,K,10,1,negative_control,25.0,0.0,negative_control
863,346,K10,283.0,21062324,1,75,K,10,1,negative_control,25.0,0.0,negative_control
864,366,K10,281.0,21062324,1,75,K,10,1,negative_control,25.0,0.0,negative_control
865,386,K10,284.0,21062324,1,75,K,10,1,negative_control,25.0,0.0,negative_control
866,406,K10,282.0,21062324,1,75,K,10,1,negative_control,25.0,0.0,negative_control
867,426,K10,283.0,21062324,1,75,K,10,1,negative_control,25.0,0.0,negative_control
868,446,K10,282.0,21062324,1,75,K,10,1,negative_control,25.0,0.0,negative_control
869,466,K10,282.0,21062324,1,75,K,10,1,negative_control,25.0,0.0,negative_control
870,486,K10,284.0,21062324,1,75,K,10,1,negative_control,25.0,0.0,negative_control
871,6,K11,244.0,21062324,1,83,K,11,2,negative_control,25.0,0.0,negative_control
872,26,K11,243.0,21062324,1,83,K,11,2,negative_control,25.0,0.0,negative_control
873,46,K11,245.0,21062324,1,83,K,11,2,negative_control,25.0,0.0,negative_control
874,66,K11,246.0,21062324,1,83,K,11,2,negative_control,25.0,0.0,negative_control
875,86,K11,245.0,21062324,1,83,K,11,2,negative_control,25.0,0.0,negative_control
876,106,K11,246.0,21062324,1,83,K,11,2,negative_control,25.0,0.0,negative_control
877,126,K11,244.0,21062324,1,83,K,11,2,negative_control,25.0,0.0,negative_control
878,146,K11,245.0,21062324,1,83,K,11,2,negative_control,25.0,0.0,negative_control
879,166,K11,243.0,21062324,1,83,K,11,2,negative_control,25.0,0.0,negative_control
880,186,K11,244.0,21062324,1,83,K,11,2,negative_control,25.0,0.0,negative_control
881,206,K11,245.0,21062324,1,83,K,11,2,negative_control,25.0,0.0,negative_control
882,226,K11,244.0,21062324,1,83,K,11,2,negative_control,25.0,0.0,negative_control
883,246,K11,246.0,21062324,1,83,K,11,2,negative_control,25.0,0.0,negative_control
884,266,K11,246.0,21062324,1,83,K,11,2,negative_control,25.0,0.0,negative_control
885,286,K11,245.0,21062324,1,83,K,11,2,negative_control,25.0,0.0,negative_control
886,306,K11,244.0,21062324,1,83,K,11,2,negative_control,25.0,0.0,negative_control
887,326,K11,245.0,21062324,1,83,K,11,2,negative_control,25.0,0.0,negative_control
888,346,K11,245.0,21062324,1,83,K,11,2,negative_control,25.0,0.0,negative_control
889,366,K11,246.0,21062324,1,83,K,11,2,negative_control,25.0,0.0,negative_control
890,386,K11,244.0,21062324,1,83,K,11,2,negative_control,25.0,0.0,negative_control
891,406,K11,246.0,21062324,1,83,K,11,2,negative_control,25.0,0.0,negative_control
892,426,K11,244.0,21062324,1,83,K,11,2,negative_control,25.0,0.0,negative_control
893,446,K11,244.0,21062324,1,83,K,11,2,negative_control,25.0,0.0,negative_control
894,466,K11,244.0,21062324,1,83,K,11,2,negative_control,25.0,0.0,negative_control
895,486,K11,245.0,21062324,1,83,K,11,2,negative_control,25.0,0.0,negative_control
896,6,K12,287.0,21062324,1,91,K,12,3,negative_control,25.0,0.0,negative_control
897,26,K12,288.0,21062324,1,91,K,12,3,negative_control,25.0,0.0,negative_control
898,46,K12,288.0,21062324,1,91,K,12,3,negative_control,25.0,0.0,negative_control
899,66,K12,286.0,21062324,1,91,K,12,3,negative_control,25.0,0.0,negative_control
900,86,K12,286.0,21062324,1,91,K,12,3,negative_control,25.0,0.0,negative_control
901,106,K12,285.0,21062324,1,91,K,12,3,negative_control,25.0,0.0,negative_control
902,126,K12,287.0,21062324,1,91,K,12,3,negative_control,25.0,0.0,negative_control
903,146,K12,286.0,21062324,1,91,K,12,3,negative_control,25.0,0.0,negative_control
904,166,K12,287.0,21062324,1,91,K,12,3,negative_control,25.0,0.0,negative_control
905,186,K12,287.0,21062324,1,91,K,12,3,negative_control,25.0,0.0,negative_control
906,206,K12,285.0,21062324,1,91,K,12,3,negative_control,25.0,0.0,negative_control
907,226,K12,286.0,21062324,1,91,K,12,3,negative_control,25.0,0.0,negative_control
908,246,K12,289.0,21062324,1,91,K,12,3,negative_control,25.0,0.0,negative_control
909,266,K12,286.0,21062324,1,91,K,12,3,negative_control,25.0,0.0,negative_control
910,286,K12,287.0,21062324,1,91,K,12,3,negative_control,25.0,0.0,negative_control
911,306,K12,288.0,21062324,1,91,K,12,3,negative_control,25.0,0.0,negative_control
912,326,K12,286.0,21062324,1,91,K,12,3,negative_control,25.0,0.0,negative_control
913,346,K12,284.0,21062324,1,91,K,12,3,negative_control,25.0,0.0,negative_control
914,366,K12,285.0,21062324,1,91,K,12,3,negative_control,25.0,0.0,negative_control
915,386,K12,287.0,21062324,1,91,K,12,3,negative_control,25.0,0.0,negative_control
916,406,K12,287.0,21062324,1,91,K,12,3,negative_control,25.0,0.0,negative_control
917,426,K12,289.0,21062324,1,91,K,12,3,negative_control,25.0,0.0,negative_control
918,446,K12,287.0,21062324,1,91,K,12,3,negative_control,25.0,0.0,negative_control
919,466,K12,285.0,21062324,1,91,K,12,3,negative_control,25.0,0.0,negative_control
920,486,K12,287.0,21062324,1,91,K,12,3,negative_control,25.0,0.0,negative_control
921,6,L1,242.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
922,26,L1,244.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
923,46,L1,247.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
924,66,L1,252.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
925,86,L1,256.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
926,106,L1,259.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
927,126,L1,264.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
928,146,L1,269.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
929,166,L1,271.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
930,186,L1,277.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
931,206,L1,285.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
932,226,L1,287.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
933,246,L1,295.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
934,266,L1,303.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
935,286,L1,306.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
936,306,L1,313.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
937,326,L1,319.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
938,346,L1,325.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
939,366,L1,328.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
940,386,L1,336.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
941,406,L1,341.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
942,426,L1,349.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
943,446,L1,356.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
944,466,L1,364.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
945,486,L1,371.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
946,506,L1,374.0,21062324,1,4,L,1,1,dad_t1_cys,12.5,0.05,sample
947,6,L2,238.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
948,26,L2,242.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
949,46,L2,246.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
950,66,L2,250.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
951,86,L2,254.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
952,106,L2,258.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
953,126,L2,262.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
954,146,L2,265.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
955,166,L2,267.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
956,186,L2,273.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
957,206,L2,279.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
958,226,L2,284.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
959,246,L2,288.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
960,266,L2,294.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
961,286,L2,299.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
962,306,L2,304.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
963,326,L2,310.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
964,346,L2,313.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
965,366,L2,320.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
966,386,L2,326.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
967,406,L2,331.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
968,426,L2,335.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
969,446,L2,341.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
970,466,L2,346.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
971,486,L2,357.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
972,506,L2,361.0,21062324,1,12,L,2,2,dad_t1_cys,12.5,0.05,sample
973,6,L3,272.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
974,26,L3,273.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
975,46,L3,276.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
976,66,L3,280.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
977,86,L3,283.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
978,106,L3,283.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
979,126,L3,290.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
980,146,L3,293.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
981,166,L3,297.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
982,186,L3,300.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
983,206,L3,304.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
984,226,L3,309.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
985,246,L3,312.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
986,266,L3,319.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
987,286,L3,320.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
988,306,L3,326.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
989,326,L3,331.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
990,346,L3,335.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
991,366,L3,338.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
992,386,L3,346.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
993,406,L3,351.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
994,426,L3,357.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
995,446,L3,363.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
996,466,L3,370.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
997,486,L3,373.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
998,506,L3,379.0,21062324,1,20,L,3,3,dad_t1_cys,12.5,0.05,sample
1153,6,L10,294.0,21062324,1,76,L,10,1,negative_control,12.5,0.0,negative_control
1154,26,L10,295.0,21062324,1,76,L,10,1,negative_control,12.5,0.0,negative_control
1155,46,L10,294.0,21062324,1,76,L,10,1,negative_control,12.5,0.0,negative_control
1156,66,L10,294.0,21062324,1,76,L,10,1,negative_control,12.5,0.0,negative_control
1157,86,L10,295.0,21062324,1,76,L,10,1,negative_control,12.5,0.0,negative_control
1158,106,L10,293.0,21062324,1,76,L,10,1,negative_control,12.5,0.0,negative_control
1159,126,L10,294.0,21062324,1,76,L,10,1,negative_control,12.5,0.0,negative_control
1160,146,L10,294.0,21062324,1,76,L,10,1,negative_control,12.5,0.0,negative_control
1161,166,L10,291.0,21062324,1,76,L,10,1,negative_control,12.5,0.0,negative_control
1162,186,L10,292.0,21062324,1,76,L,10,1,negative_control,12.5,0.0,negative_control
1163,206,L10,293.0,21062324,1,76,L,10,1,negative_control,12.5,0.0,negative_control
1164,226,L10,296.0,21062324,1,76,L,10,1,negative_control,12.5,0.0,negative_control
1165,246,L10,291.0,21062324,1,76,L,10,1,negative_control,12.5,0.0,negative_control
1166,266,L10,289.0,21062324,1,76,L,10,1,negative_control,12.5,0.0,negative_control
1167,286,L10,294.0,21062324,1,76,L,10,1,negative_control,12.5,0.0,negative_control
1168,306,L10,292.0,21062324,1,76,L,10,1,negative_control,12.5,0.0,negative_control
1169,326,L10,290.0,21062324,1,76,L,10,1,negative_control,12.5,0.0,negative_control
1170,346,L10,292.0,21062324,1,76,L,10,1,negative_control,12.5,0.0,negative_control
1171,366,L10,295.0,21062324,1,76,L,10,1,negative_control,12.5,0.0,negative_control
1172,386,L10,295.0,21062324,1,76,L,10,1,negative_control,12.5,0.0,negative_control
1173,406,L10,291.0,21062324,1,76,L,10,1,negative_control,12.5,0.0,negative_control
1174,426,L10,290.0,21062324,1,76,L,10,1,negative_control,12.5,0.0,negative_control
1175,446,L10,295.0,21062324,1,76,L,10,1,negative_control,12.5,0.0,negative_control
1176,466,L10,292.0,21062324,1,76,L,10,1,negative_control,12.5,0.0,negative_control
1177,486,L10,291.0,21062324,1,76,L,10,1,negative_control,12.5,0.0,negative_control
1178,6,L11,241.0,21062324,1,84,L,11,2,negative_control,12.5,0.0,negative_control
1179,26,L11,239.0,21062324,1,84,L,11,2,negative_control,12.5,0.0,negative_control
1180,46,L11,240.0,21062324,1,84,L,11,2,negative_control,12.5,0.0,negative_control
1181,66,L11,242.0,21062324,1,84,L,11,2,negative_control,12.5,0.0,negative_control
1182,86,L11,240.0,21062324,1,84,L,11,2,negative_control,12.5,0.0,negative_control
1183,106,L11,241.0,21062324,1,84,L,11,2,negative_control,12.5,0.0,negative_control
1184,126,L11,242.0,21062324,1,84,L,11,2,negative_control,12.5,0.0,negative_control
1185,146,L11,238.0,21062324,1,84,L,11,2,negative_control,12.5,0.0,negative_control
1186,166,L11,241.0,21062324,1,84,L,11,2,negative_control,12.5,0.0,negative_control
1187,186,L11,241.0,21062324,1,84,L,11,2,negative_control,12.5,0.0,negative_control
1188,206,L11,240.0,21062324,1,84,L,11,2,negative_control,12.5,0.0,negative_control
1189,226,L11,240.0,21062324,1,84,L,11,2,negative_control,12.5,0.0,negative_control
1190,246,L11,239.0,21062324,1,84,L,11,2,negative_control,12.5,0.0,negative_control
1191,266,L11,240.0,21062324,1,84,L,11,2,negative_control,12.5,0.0,negative_control
1192,286,L11,242.0,21062324,1,84,L,11,2,negative_control,12.5,0.0,negative_control
1193,306,L11,239.0,21062324,1,84,L,11,2,negative_control,12.5,0.0,negative_control
1194,326,L11,239.0,21062324,1,84,L,11,2,negative_control,12.5,0.0,negative_control
1195,346,L11,238.0,21062324,1,84,L,11,2,negative_control,12.5,0.0,negative_control
1196,366,L11,239.0,21062324,1,84,L,11,2,negative_control,12.5,0.0,negative_control
1197,386,L11,240.0,21062324,1,84,L,11,2,negative_control,12.5,0.0,negative_control
1198,406,L11,239.0,21062324,1,84,L,11,2,negative_control,12.5,0.0,negative_control
1199,426,L11,241.0,21062324,1,84,L,11,2,negative_control,12.5,0.0,negative_control
1200,446,L11,241.0,21062324,1,84,L,11,2,negative_control,12.5,0.0,negative_control
1201,466,L11,238.0,21062324,1,84,L,11,2,negative_control,12.5,0.0,negative_control
1202,486,L11,242.0,21062324,1,84,L,11,2,negative_control,12.5,0.0,negative_control
1203,6,L12,285.0,21062324,1,92,L,12,3,negative_control,12.5,0.0,negative_control
1204,26,L12,284.0,21062324,1,92,L,12,3,negative_control,12.5,0.0,negative_control
1205,46,L12,284.0,21062324,1,92,L,12,3,negative_control,12.5,0.0,negative_control
1206,66,L12,283.0,21062324,1,92,L,12,3,negative_control,12.5,0.0,negative_control
1207,86,L12,279.0,21062324,1,92,L,12,3,negative_control,12.5,0.0,negative_control
1208,106,L12,282.0,21062324,1,92,L,12,3,negative_control,12.5,0.0,negative_control
1209,126,L12,282.0,21062324,1,92,L,12,3,negative_control,12.5,0.0,negative_control
1210,146,L12,285.0,21062324,1,92,L,12,3,negative_control,12.5,0.0,negative_control
1211,166,L12,283.0,21062324,1,92,L,12,3,negative_control,12.5,0.0,negative_control
1212,186,L12,284.0,21062324,1,92,L,12,3,negative_control,12.5,0.0,negative_control
1213,206,L12,281.0,21062324,1,92,L,12,3,negative_control,12.5,0.0,negative_control
1214,226,L12,281.0,21062324,1,92,L,12,3,negative_control,12.5,0.0,negative_control
1215,246,L12,283.0,21062324,1,92,L,12,3,negative_control,12.5,0.0,negative_control
1216,266,L12,281.0,21062324,1,92,L,12,3,negative_control,12.5,0.0,negative_control
1217,286,L12,281.0,21062324,1,92,L,12,3,negative_control,12.5,0.0,negative_control
1218,306,L12,284.0,21062324,1,92,L,12,3,negative_control,12.5,0.0,negative_control
1219,326,L12,283.0,21062324,1,92,L,12,3,negative_control,12.5,0.0,negative_control
1220,346,L12,282.0,21062324,1,92,L,12,3,negative_control,12.5,0.0,negative_control
1221,366,L12,281.0,21062324,1,92,L,12,3,negative_control,12.5,0.0,negative_control
1222,386,L12,283.0,21062324,1,92,L,12,3,negative_control,12.5,0.0,negative_control
1223,406,L12,282.0,21062324,1,92,L,12,3,negative_control,12.5,0.0,negative_control
1224,426,L12,281.0,21062324,1,92,L,12,3,negative_control,12.5,0.0,negative_control
1225,446,L12,283.0,21062324,1,92,L,12,3,negative_control,12.5,0.0,negative_control
1226,466,L12,284.0,21062324,1,92,L,12,3,negative_control,12.5,0.0,negative_control
1227,486,L12,283.0,21062324,1,92,L,12,3,negative_control,12.5,0.0,negative_control
1228,6,M1,238.0,21062324,1,5,M,1,1,dad_t1_cys,6.25,0.05,sample
1229,26,M1,238.0,21062324,1,5,M,1,1,dad_t1_cys,6.25,0.05,sample
1230,46,M1,245.0,21062324,1,5,M,1,1,dad_t1_cys,6.25,0.05,sample
1231,66,M1,247.0,21062324,1,5,M,1,1,dad_t1_cys,6.25,0.05,sample
1232,86,M1,246.0,21062324,1,5,M,1,1,dad_t1_cys,6.25,0.05,sample
1233,106,M1,252.0,21062324,1,5,M,1,1,dad_t1_cys,6.25,0.05,sample
1234,126,M1,256.0,21062324,1,5,M,1,1,dad_t1_cys,6.25,0.05,sample
1235,146,M1,257.0,21062324,1,5,M,1,1,dad_t1_cys,6.25,0.05,sample
1236,166,M1,258.0,21062324,1,5,M,1,1,dad_t1_cys,6.25,0.05,sample
1237,186,M1,265.0,21062324,1,5,M,1,1,dad_t1_cys,6.25,0.05,sample
1238,206,M1,270.0,21062324,1,5,M,1,1,dad_t1_cys,6.25,0.05,sample
1239,226,M1,273.0,21062324,1,5,M,1,1,dad_t1_cys,6.25,0.05,sample
1240,246,M1,276.0,21062324,1,5,M,1,1,dad_t1_cys,6.25,0.05,sample
1241,266,M1,280.0,21062324,1,5,M,1,1,dad_t1_cys,6.25,0.05,sample
1242,286,M1,285.0,21062324,1,5,M,1,1,dad_t1_cys,6.25,0.05,sample
1243,306,M1,287.0,21062324,1,5,M,1,1,dad_t1_cys,6.25,0.05,sample
