# dimensionless [l(l+1)/2pi] C_l's for tensor mode
# for l=2 to 500, i.e. number of multipoles equal to 499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   48       5.924360340377e-11       7.939987521640e-15      -3.653041865043e-13       6.976094778360e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   49       5.833802611335e-11       8.189933308270e-15      -3.746785846669e-13       7.160115767714e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   50       5.742630098300e-11       8.439559801465e-15      -3.838355273896e-13       7.341343762358e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   51       5.651034263111e-11       8.688564066773e-15      -3.927507491509e-13       7.519547460293e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   52       5.559229751299e-11       8.936672139160e-15      -4.014030112907e-13       7.694500395436e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   53       5.467296225919e-11       9.183605817446e-15      -4.097707984923e-13       7.865981280712e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   54       5.375167484676e-11       9.429082578756e-15      -4.178323178338e-13       8.033774249685e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   55       5.282727908320e-11       9.672830809993e-15      -4.255676194563e-13       8.197679283596e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   56       5.190154795280e-11       9.914640129218e-15      -4.329655776615e-13       8.357545972199e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   57       5.097642008081e-11       1.015432341533e-14      -4.400186424069e-13       8.513248563092e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   58       5.005293537750e-11       1.039170308641e-14      -4.467209495671e-13       8.664677135699e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   59       4.913116802673e-11       1.062661161087e-14      -4.530684026455e-13       8.811738239747e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   60       4.821015947448e-11       1.085889201878e-14      -4.590587544860e-13       8.954355533734e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   61       4.728873825402e-11       1.108838759777e-14      -4.646904694354e-13       9.092455641582e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   62       4.636834609676e-11       1.131490712198e-14      -4.699588265246e-13       9.225920568461e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   63       4.545073014627e-11       1.153825269003e-14      -4.748590826231e-13       9.354625688557e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   64       4.453707399530e-11       1.175823001628e-14      -4.793876569684e-13       9.478453750495e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   65       4.362795881297e-11       1.197464859884e-14      -4.835421741826e-13       9.597295046793e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   66       4.272332447206e-11       1.218732188771e-14      -4.873215072886e-13       9.711047583317e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   67       4.182243067622e-11       1.239606745274e-14      -4.907258207263e-13       9.819617248739e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   68       4.092446434970e-11       1.260070935126e-14      -4.937559820002e-13       9.922919873544e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   69       4.003059161379e-11       1.280108541206e-14      -4.964115620324e-13       1.002088751275e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   70       3.914225367252e-11       1.299704173600e-14      -4.986925050426e-13       1.011346374651e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   71       3.826053539484e-11       1.318843084741e-14      -5.005997504545e-13       1.020060211706e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   72       3.738614297034e-11       1.337511191840e-14      -5.021352597639e-13       1.028226634648e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   73       3.651938156490e-11       1.355695099316e-14      -5.033020434081e-13       1.035843055452e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   74       3.566013297640e-11       1.373382121229e-14      -5.041041876341e-13       1.042907947635e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   75       3.480783329043e-11       1.390560303709e-14      -5.045468813674e-13       1.049420868035e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   76       3.396189860794e-11       1.407218190166e-14      -5.046357593210e-13       1.055382003603e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   77       3.312314124797e-11       1.423344017887e-14      -5.043747336336e-13       1.060790668224e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   78       3.229257240108e-11       1.438926415010e-14      -5.037678137981e-13       1.065646570077e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   79       3.147096402443e-11       1.453954661625e-14      -5.028197679830e-13       1.069950274148e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   80       3.065883568555e-11       1.468418706930e-14      -5.015361358801e-13       1.073703214266e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   81       2.985644140610e-11       1.482309186392e-14      -4.999232415522e-13       1.076907705144e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   82       2.906375650566e-11       1.495617438902e-14      -4.979882062811e-13       1.079566954413e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   83       2.828046444546e-11       1.508335523928e-14      -4.957389614147e-13       1.081685074664e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   84       2.750624204217e-11       1.520456078786e-14      -4.931837019114e-13       1.083266719286e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   85       2.674169825401e-11       1.531971825670e-14      -4.903291147415e-13       1.084315894252e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   86       2.598756762777e-11       1.542876013971e-14      -4.871818789823e-13       1.084836970505e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   87       2.524441774460e-11       1.553162587157e-14      -4.837492024060e-13       1.084835048279e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   88       2.451264107838e-11       1.562826197247e-14      -4.800388249272e-13       1.084315962811e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   89       2.379244685411e-11       1.571862219273e-14      -4.760590220509e-13       1.083286290057e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   90       2.308385290633e-11       1.580266765756e-14      -4.718186083197e-13       1.081753352410e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   91       2.238667753747e-11       1.588036701171e-14      -4.673269407616e-13       1.079725224413e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   92       2.170053137626e-11       1.595169656417e-14      -4.625939223378e-13       1.077210738474e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   93       2.102505448989e-11       1.601663762271e-14      -4.576294964685e-13       1.074219060543e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   94       2.036068619799e-11       1.607516772454e-14      -4.524420361591e-13       1.070758331721e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   95       1.970799652440e-11       1.612726834810e-14      -4.470397178457e-13       1.066836831967e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   96       1.906744654864e-11       1.617292771043e-14      -4.414310052382e-13       1.062463391744e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   97       1.843938363076e-11       1.621214087329e-14      -4.356246457827e-13       1.057647391837e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   98       1.782403663640e-11       1.624490984929e-14      -4.296296671226e-13       1.052398763164e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
   99       1.722151116161e-11       1.627124370798e-14      -4.234553735609e-13       1.046727986586e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  100       1.663178475791e-11       1.629115868200e-14      -4.171113425216e-13       1.040646092721e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  101       1.605470215717e-11       1.630467827317e-14      -4.106074210113e-13       1.034164661757e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  102       1.548997049660e-11       1.631183335862e-14      -4.039537220817e-13       1.027295823264e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  103       1.493715454365e-11       1.631266229691e-14      -3.971606212903e-13       1.020052256004e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  104       1.439585862891e-11       1.630720764889e-14      -3.902383646169e-13       1.012446728438e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  105       1.386631071904e-11       1.629550560712e-14      -3.831958395094e-13       1.004490649939e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  106       1.334884870882e-11       1.627759532971e-14      -3.760416304552e-13       9.961953226034e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  107       1.284373806837e-11       1.625352226615e-14      -3.687843849880e-13       9.875723779187e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  108       1.235116911989e-11       1.622333822623e-14      -3.614328058802e-13       9.786337715236e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  109       1.187125431430e-11       1.618710144898e-14      -3.539956433351e-13       9.693917779748e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  110       1.140402550792e-11       1.614487667153e-14      -3.464816871784e-13       9.598589855120e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  111       1.094943123921e-11       1.609673519810e-14      -3.388997590507e-13       9.500482908224e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  112       1.050733400536e-11       1.604275496887e-14      -3.312587045993e-13       9.399728938064e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  113       1.007750753907e-11       1.598302062892e-14      -3.235673856702e-13       9.296462923422e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  114       9.659634085161e-12       1.591762359712e-14      -3.158346724998e-13       9.190822770508e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  115       9.253301677291e-12       1.584666213508e-14      -3.080694359078e-13       9.082949260611e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  116       8.858132396377e-12       1.577023716120e-14      -3.002803515100e-13       8.972982050296e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  117       8.474190658953e-12       1.568843896818e-14      -2.924753020484e-13       8.861047232221e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  118       8.101619686056e-12       1.560135901250e-14      -2.846618873957e-13       8.747268156602e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  119       7.740513414971e-12       1.550909405574e-14      -2.768475966641e-13       8.631769157044e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  120       7.390914934029e-12       1.541174619588e-14      -2.690397987359e-13       8.514675463286e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  121       7.052814917386e-12       1.530942289861e-14      -2.612457327930e-13       8.396113113952e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  122       6.726150059819e-12       1.520223702859e-14      -2.534724988470e-13       8.276208869294e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  123       6.410801511510e-12       1.509030688078e-14      -2.457270482690e-13       8.155090123944e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  124       6.106593312838e-12       1.497375621174e-14      -2.380161743199e-13       8.032884819661e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  125       5.813290829163e-12       1.485271427089e-14      -2.303465026802e-13       7.909721358077e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  126       5.530599185620e-12       1.472731583185e-14      -2.227244819795e-13       7.785728513446e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  127       5.258161701903e-12       1.459770122371e-14      -2.151563743273e-13       7.661035345392e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  128       4.995558327056e-12       1.446401636234e-14      -2.076482458424e-13       7.535771111656e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  129       4.742403858923e-12       1.432640733675e-14      -2.002059852292e-13       7.410062424185e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  130       4.498658109311e-12       1.418500343021e-14      -1.928353819249e-13       7.284024549980e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  131       4.264346964793e-12       1.403993228701e-14      -1.855420386689e-13       7.157768986614e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  132       4.039464809252e-12       1.389132518285e-14      -1.783313350467e-13       7.031406027415e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  133       3.823973672697e-12       1.373931701713e-14      -1.712084182202e-13       6.905044654492e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  134       3.617802380067e-12       1.358404630535e-14      -1.641781936588e-13       6.778792431757e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  135       3.420845700050e-12       1.342565517138e-14      -1.572453158699e-13       6.652755397948e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  136       3.232963493886e-12       1.326428933985e-14      -1.504141791294e-13       6.527037959648e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  137       3.053979864187e-12       1.310009812844e-14      -1.436889082123e-13       6.401742784311e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  138       2.883682303739e-12       1.293323444025e-14      -1.370733491238e-13       6.276970693280e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  139       2.721820844322e-12       1.276385475614e-14      -1.305710598294e-13       6.152820554813e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  140       2.568107205515e-12       1.259211912701e-14      -1.241853009860e-13       6.029389177104e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  141       2.422213943508e-12       1.241819116619e-14      -1.179190266720e-13       5.906771201303e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  142       2.283773599916e-12       1.224223804178e-14      -1.117748751185e-13       5.785058994541e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  143       2.152377850588e-12       1.206443046893e-14      -1.057551594397e-13       5.664342542950e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  144       2.027653193913e-12       1.188493631314e-14      -9.986211813274e-14       5.544708954025e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  145       1.909498222495e-12       1.170390070539e-14      -9.409871397980e-14       5.426241134258e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  146       1.797868234118e-12       1.152146394295e-14      -8.846789665302e-14       5.309018777168e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  147       1.692700385040e-12       1.133776765837e-14      -8.297234231014e-14       5.193118634001e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  148       1.593913278695e-12       1.115295477517e-14      -7.761444581804e-14       5.078614404506e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  149       1.501406554381e-12       1.096716946341e-14      -7.239631297629e-14       4.965576627715e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  150       1.415060475952e-12       1.078055709532e-14      -6.731975274072e-14       4.854072572715e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  151       1.334735520517e-12       1.059326420092e-14      -6.238626944702e-14       4.744166129430e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  152       1.260271967130e-12       1.040543842365e-14      -5.759705503428e-14       4.635917699394e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  153       1.191489485481e-12       1.021722847594e-14      -5.295298126856e-14       4.529384086532e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  154       1.128186724594e-12       1.002878409489e-14      -4.845459196650e-14       4.424618387931e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  155       1.070140901518e-12       9.840255997823e-15      -4.410209521885e-14       4.321669884622e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  156       1.017107390019e-12       9.651795837953e-15      -3.989535561408e-14       4.220583932358e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  157       9.688193092775e-13       9.463556159972e-15      -3.583388646189e-14       4.121401852384e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  158       9.249871125760e-13       9.275690355674e-15      -3.191684201686e-14       4.024160822221e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  159       8.852981759971e-13       9.088352619574e-15      -2.814300970197e-14       3.928893766441e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  160       8.494163871150e-13       8.901697904523e-15      -2.451080233218e-14       3.835629247441e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  161       8.170358104523e-13       8.715875904697e-15      -2.101874751222e-14       3.744394726399e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  162       7.880478805535e-13       8.531012499799e-15      -1.766702079148e-14       3.655226899502e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  163       7.623882770014e-13       8.347226577457e-15      -1.445603385928e-14       3.568162071287e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  164       7.399840162296e-13       8.164635786969e-15      -1.138594411952e-14       3.483232773711e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  165       7.207532890154e-13       7.983356467446e-15      -8.456649201593e-15       3.400467672426e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  166       7.046052979745e-13       7.803503575941e-15      -5.667781471486e-15       3.319891473068e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  167       6.914400950539e-13       7.625190615596e-15      -3.018702542723e-15       3.241524827535e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  168       6.811484190260e-13       7.448529563769e-15      -5.084977873987e-16       3.165384240274e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  169       6.736115329822e-13       7.273630800177e-15       1.864029152818e-15       3.091481974561e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  170       6.687010618266e-13       7.100603035033e-15       4.100361855677e-15       3.019825958783e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  171       6.662788297698e-13       6.929553237182e-15       6.202276607340e-15       2.950419692722e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  172       6.661966978224e-13       6.760586562237e-15       8.171847891373e-15       2.883262153840e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  173       6.682964012889e-13       6.593806280717e-15       1.001145387774e-14       2.818347703558e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  174       6.724093872613e-13       6.429313706187e-15       1.172378191178e-14       2.755665993538e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  175       6.783566521129e-13       6.267208123389e-15       1.331183400323e-14       2.695201871971e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  176       6.859485789916e-13       6.107586716385e-15       1.477893231520e-14       2.636935289856e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  177       6.949847753145e-13       5.950544496691e-15       1.612872465315e-14       2.580841207281e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  178       7.052539102605e-13       5.796174231415e-15       1.736518995391e-14       2.526889499710e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  179       7.165335522648e-13       5.644566371395e-15       1.849264377466e-14       2.475044864263e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
