# dimensionless [l(l+1)/2pi] C_l's for tensor mode
# for l=2 to 500, i.e. number of multipoles equal to 499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  180       7.286235717944e-13       5.495806140397e-15       1.951509131022e-14       2.425274359369e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  181       7.414496582679e-13       5.349964694100e-15       2.043421746947e-14       2.377570889676e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  182       7.549677386032e-13       5.207107118722e-15       2.125124720238e-14       2.331931412295e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  183       7.691311127714e-13       5.067295125067e-15       2.196758667830e-14       2.288349406048e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  184       7.838904149196e-13       4.930586966210e-15       2.258482637172e-14       2.246814805874e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  185       7.991935744938e-13       4.797037355177e-15       2.310474414810e-14       2.207313937218e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  186       8.149857773615e-13       4.666697382624e-15       2.352930834956e-14       2.169829450437e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  187       8.312094269346e-13       4.539614434517e-15       2.386068088079e-14       2.134340255196e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  188       8.478041052919e-13       4.415832109817e-15       2.410122029470e-14       2.100821454864e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  189       8.647065343020e-13       4.295390138156e-15       2.425348487829e-14       2.069244280913e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  190       8.818505367461e-13       4.178324297520e-15       2.432023573841e-14       2.039576027320e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  191       8.991669974403e-13       4.064666331927e-15       2.430443988751e-14       2.011779984959e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  192       9.165838243589e-13       3.954443869114e-15       2.420927332949e-14       1.985815376006e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  193       9.340259097570e-13       3.847680338210e-15       2.403812414540e-14       1.961637288330e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  194       9.514150912929e-13       3.744394887420e-15       2.379459557928e-14       1.939196609899e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  195       9.686701131510e-13       3.644602301706e-15       2.348250912391e-14       1.918439963172e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  196       9.857065871649e-13       3.548312920468e-15       2.310590760663e-14       1.899309639500e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  197       1.002436953940e-12       3.455532555224e-15       2.266905827507e-14       1.881743533524e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  198       1.018770443974e-12       3.366262407289e-15       2.217645588298e-14       1.865675077573e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  199       1.034613038786e-12       3.280498985458e-15       2.163282577597e-14       1.851033176062e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  200       1.049867432030e-12       3.198234023685e-15       2.104312697732e-14       1.837742139891e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  201       1.064448584918e-12       3.119457880392e-15       2.041189838705e-14       1.825732241170e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  202       1.078331711547e-12       3.044170178164e-15       1.974123891804e-14       1.814972353992e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  203       1.091507650230e-12       2.972369766192e-15       1.903268886172e-14       1.805439521428e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  204       1.103967584445e-12       2.904051235387e-15       1.828787494383e-14       1.797108510769e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  205       1.115703050049e-12       2.839204846354e-15       1.750851146872e-14       1.789951779311e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  206       1.126705942488e-12       2.777816457357e-15       1.669640146377e-14       1.783939440142e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  207       1.136968524008e-12       2.719867452297e-15       1.585343782366e-14       1.779039227931e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  208       1.146483430870e-12       2.665334668676e-15       1.498160445471e-14       1.775216464712e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  209       1.155243680560e-12       2.614190325572e-15       1.408297741928e-14       1.772434025673e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  210       1.163242679001e-12       2.566401951607e-15       1.315972608006e-14       1.770652304939e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  211       1.170474227766e-12       2.521932312920e-15       1.221411424441e-14       1.769829181366e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  212       1.176932531289e-12       2.480739341134e-15       1.124850130873e-14       1.769919984320e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  213       1.182612204077e-12       2.442776061333e-15       1.026534340279e-14       1.770877459469e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  214       1.187508277922e-12       2.407990520024e-15       9.267194534040e-15       1.772651734569e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  215       1.191616209114e-12       2.376325713116e-15       8.256707731998e-15       1.775190285247e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  216       1.194931885651e-12       2.347719513885e-15       7.236636192555e-15       1.778437900794e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  217       1.197451634454e-12       2.322104600948e-15       6.209834422332e-15       1.782336649947e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  218       1.199172228574e-12       2.299408386231e-15       5.179259383014e-15       1.786825846679e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  219       1.200090894411e-12       2.279552942941e-15       4.147971635693e-15       1.791842015981e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  220       1.200205318919e-12       2.262454933538e-15       3.119136485208e-15       1.797318859656e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  221       1.199513656822e-12       2.248025537703e-15       2.096025124482e-15       1.803187222100e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  222       1.198014537825e-12       2.236170380309e-15       1.082015778868e-15       1.809375056092e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  223       1.195707073825e-12       2.226789459395e-15       8.059485048450e-17       1.815807388577e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  224       1.192592959104e-12       2.219788817604e-15      -9.051386793096e-16       1.822416884845e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  225       1.188682905975e-12       2.215116539397e-15      -1.873997812742e-15       1.829176366496e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  226       1.183990636920e-12       2.212728929118e-15      -2.825278790640e-15       1.836068318225e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  227       1.178530840935e-12       2.212578931760e-15      -3.758273200194e-15       1.843074468457e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  228       1.172319185725e-12       2.214616088896e-15      -4.672268013336e-15       1.850175780361e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  229       1.165372329896e-12       2.218786494613e-15      -5.566545625120e-15       1.857352442878e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  230       1.157707935156e-12       2.225032751440e-15      -6.440383892098e-15       1.864583861735e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  231       1.149344678503e-12       2.233293926282e-15      -7.293056170700e-15       1.871848650475e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  232       1.140302264427e-12       2.243505506349e-15      -8.123831355611e-15       1.879124621467e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  233       1.130601437100e-12       2.255599355087e-15      -8.931973918152e-15       1.886388776938e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  234       1.120263992575e-12       2.269503668112e-15      -9.716743944656e-15       1.893617299987e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  235       1.109312790981e-12       2.285142929141e-15      -1.047739717485e-14       1.900785545609e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  236       1.097771768714e-12       2.302437865920e-15      -1.121318504022e-14       1.907868031713e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  237       1.085665950637e-12       2.321305406157e-15      -1.192335470241e-14       1.914838430148e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  238       1.073021462274e-12       2.341658633457e-15      -1.260714909160e-14       1.921669557721e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  239       1.059865542005e-12       2.363406743246e-15      -1.326380694485e-14       1.928333367217e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  240       1.046226553259e-12       2.386454998710e-15      -1.389256284452e-14       1.934800938424e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  241       1.032133996713e-12       2.410704686719e-15      -1.449264725663e-14       1.941042469150e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  242       1.017618522485e-12       2.436053073765e-15      -1.506328656924e-14       1.947027266246e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  243       1.002711942331e-12       2.462393361889e-15      -1.560370313083e-14       1.952723736628e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  244       9.874472418366e-13       2.489614644613e-15      -1.611311528867e-14       1.958099378294e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  245       9.718585926171e-13       2.517601862872e-15      -1.659073742721e-14       1.963120771352e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  246       9.559813645089e-13       2.546235760946e-15      -1.703578000646e-14       1.967753569034e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  247       9.398521377668e-13       2.575392842389e-15      -1.744744960035e-14       1.971962488723e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  248       9.235087152583e-13       2.604945325963e-15      -1.782494893514e-14       1.975711302967e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  249       9.069901346595e-13       2.634761101567e-15      -1.816747692775e-14       1.978962830509e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  250       8.903319974720e-13       2.664720868362e-15      -1.847441093007e-14       1.981685484341e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  251       8.735521319611e-13       2.694770736936e-15      -1.874586504611e-14       1.983873353494e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  252       8.566641263392e-13       2.724872577852e-15      -1.898216411662e-14       1.985527262977e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  253       8.396819406990e-13       2.754987101518e-15      -1.918366479788e-14       1.986648324578e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  254       8.226199102541e-13       2.785073846980e-15      -1.935075594858e-14       1.987237940428e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  255       8.054927485773e-13       2.815091170707e-15      -1.948385901655e-14       1.987297806560e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  256       7.883155508406e-13       2.844996235384e-15      -1.958342842566e-14       1.986829916470e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  257       7.711037970543e-13       2.874744998698e-15      -1.964995196261e-14       1.985836564675e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  258       7.538733553064e-13       2.904292202133e-15      -1.968395116373e-14       1.984320350278e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  259       7.366404850020e-13       2.933591359755e-15      -1.968598170184e-14       1.982284180526e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  260       7.194218401030e-13       2.962594747004e-15      -1.965663377303e-14       1.979731274369e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  261       7.022344723666e-13       2.991253389482e-15      -1.959653248352e-14       1.976665166023e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  262       6.850958345858e-13       3.019517051745e-15      -1.950633823645e-14       1.973089708527e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  263       6.680237838277e-13       3.047334226092e-15      -1.938674711869e-14       1.969009077310e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  264       6.510365846737e-13       3.074652121353e-15      -1.923849128771e-14       1.964427773743e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  265       6.341529124584e-13       3.101416651678e-15      -1.906233935836e-14       1.959350628707e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  266       6.173918565091e-13       3.127572425333e-15      -1.885909678968e-14       1.953782806146e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  267       6.007729233851e-13       3.153062733480e-15      -1.862960627175e-14       1.947729806637e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  268       5.843160401174e-13       3.177829538976e-15      -1.837474811252e-14       1.941197470939e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  269       5.680415574475e-13       3.201813465155e-15      -1.809544062458e-14       1.934191983565e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  270       5.519702530673e-13       3.224953784624e-15      -1.779264051202e-14       1.926719876332e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  271       5.361233348582e-13       3.247188408048e-15      -1.746734325723e-14       1.918788031930e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  272       5.205224441304e-13       3.268453872942e-15      -1.712058350775e-14       1.910403687476e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  273       5.051896588626e-13       3.288685332461e-15      -1.675343546304e-14       1.901574438079e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  274       4.901474969410e-13       3.307816544187e-15      -1.636701326135e-14       1.892308240398e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  275       4.754189193988e-13       3.325779858921e-15      -1.596247136652e-14       1.882613416202e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  276       4.610273336559e-13       3.342506209473e-15      -1.554100495478e-14       1.872498655933e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  277       4.469965967575e-13       3.357925099451e-15      -1.510385030159e-14       1.861973022264e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  278       4.333510186144e-13       3.371964592049e-15      -1.465228516849e-14       1.851045953662e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  279       4.201112372335e-13       3.384564365073e-15      -1.418749487211e-14       1.839727372834e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  280       4.072816012009e-13       3.395715647747e-15      -1.371016201506e-14       1.828028010985e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  281       3.948621398125e-13       3.405423331140e-15      -1.322085625315e-14       1.815959107296e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  282       3.828526291141e-13       3.413693097124e-15      -1.272016687822e-14       1.803532309254e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  283       3.712525888004e-13       3.420531427229e-15      -1.220870299867e-14       1.790759676374e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  284       3.600612791127e-13       3.425945611507e-15      -1.168709371992e-14       1.777653683918e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  285       3.492776977378e-13       3.429943757391e-15      -1.115598832494e-14       1.764227226621e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  286       3.389005767060e-13       3.432534798557e-15      -1.061605645470e-14       1.750493622407e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  287       3.289283792895e-13       3.433728503785e-15      -1.006798828870e-14       1.736466616114e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  288       3.193592969009e-13       3.433535485817e-15      -9.512494725455e-15       1.722160383216e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  289       3.101912459912e-13       3.431967210222e-15      -8.950307562989e-15       1.707589533541e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  290       3.014218649486e-13       3.429036004252e-15      -8.382179679328e-15       1.692769114997e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  291       2.930485109966e-13       3.424755065707e-15      -7.808885212994e-15       1.677714617291e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  292       2.850682570921e-13       3.419138471791e-15      -7.231219743505e-15       1.662441975651e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  293       2.774778888244e-13       3.412201187978e-15      -6.650000471865e-15       1.646967574548e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  294       2.702739013128e-13       3.403959076869e-15      -6.066066401059e-15       1.631308251417e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  295       2.634524961055e-13       3.394428907052e-15      -5.480278516552e-15       1.615481300378e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  296       2.570095780775e-13       3.383628361968e-15      -4.893519966776e-15       1.599504475960e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  297       2.509407523296e-13       3.371576048765e-15      -4.306696243634e-15       1.583395996819e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  298       2.452413210858e-13       3.358291507164e-15      -3.720735362987e-15       1.567174549463e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  299       2.399062805925e-13       3.343795218315e-15      -3.136588045153e-15       1.550859291972e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  300       2.349303180164e-13       3.328108613663e-15      -2.555227895399e-15       1.534469857718e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  301       2.303078083430e-13       3.311254083803e-15      -1.977651584439e-15       1.518026359090e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  302       2.260328112749e-13       3.293254987345e-15      -1.404879028925e-15       1.501549391213e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  303       2.220990681299e-13       3.274135659775e-15      -8.379535719454e-16       1.485060035670e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  304       2.184999987400e-13       3.253921422310e-15      -2.779421635159e-16       1.468579864223e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  305       2.152286983489e-13       3.232638590766e-15       2.740644589228e-16       1.452130942539e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  306       2.122779345111e-13       3.210314484414e-15       8.169515900112e-16       1.435735833904e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  307       2.096401439898e-13       3.186977434841e-15       1.349580375977e-15       1.419417602950e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  308       2.073074296552e-13       3.162656794814e-15       1.870787634139e-15       1.403199819375e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  309       2.052715573831e-13       3.137382947137e-15       2.379385672415e-15       1.387106561666e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  310       2.035239529533e-13       3.111187313513e-15       2.874162108823e-15       1.371162420816e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  311       2.020556989476e-13       3.084102363404e-15       3.353879690991e-15       1.355392504053e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  312       2.008581813185e-13       3.056160499555e-15       3.817484408431e-15       1.339818799248e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  313       1.999250686143e-13       3.027390639218e-15       4.264740872047e-15       1.324449074089e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  314       1.992504185301e-13       2.997821491607e-15       4.695626063441e-15       1.309287469107e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  315       1.988280342232e-13       2.967482674386e-15       5.110123775216e-15       1.294338089793e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  316       1.986514620104e-13       2.936404721144e-15       5.508224686433e-15       1.279605005855e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  317       1.987139890640e-13       2.904619088883e-15       5.889926438067e-15       1.265092250458e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  318       1.990086411088e-13       2.872158165492e-15       6.255233708465e-15       1.250803819482e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  319       1.995281801187e-13       2.839055277229e-15       6.604158288798e-15       1.236743670768e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  320       2.002651020133e-13       2.805344696205e-15       6.936719158523e-15       1.222915723366e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  321       2.012116343548e-13       2.771061647858e-15       7.252942560833e-15       1.209323856788e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  322       2.023597340443e-13       2.736242318439e-15       7.552862078116e-15       1.195971910256e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  323       2.037010850186e-13       2.700923862489e-15       7.836518707413e-15       1.182863681951e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  324       2.052270959470e-13       2.665144410320e-15       8.103960935871e-15       1.170002928262e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  325       2.069288979279e-13       2.628943075497e-15       8.355244816199e-15       1.157393363039e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  326       2.087973421852e-13       2.592359962315e-15       8.590434042127e-15       1.145038656838e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  327       2.108229977655e-13       2.555436173283e-15       8.809600023859e-15       1.132942436175e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  328       2.129961492340e-13       2.518213816601e-15       9.012821963532e-15       1.121108282771e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  329       2.153067943721e-13       2.480736013644e-15       9.200186930670e-15       1.109539732806e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  330       2.177446418731e-13       2.443046906438e-15       9.371789937639e-15       1.098240276166e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  331       2.202991090397e-13       2.405191665145e-15       9.527734015108e-15       1.087213355692e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  332       2.229593194799e-13       2.367216495538e-15       9.668130287499e-15       1.076462366431e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  333       2.257141008043e-13       2.329168646488e-15       9.793098048448e-15       1.065990654887e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  334       2.285519823225e-13       2.291096417436e-15       9.902764836258e-15       1.055801518268e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  335       2.314611927397e-13       2.253049165882e-15       9.997266509357e-15       1.045898203734e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  336       2.344296578532e-13       2.215077314859e-15       1.007674732175e-14       1.036283907652e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  337       2.374449982496e-13       2.177232360416e-15       1.014135999849e-14       1.026961774842e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  338       2.404945270011e-13       2.139566879098e-15       1.019126581111e-14       1.017934897825e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  339       2.435652473619e-13       2.102134535427e-15       1.022663465309e-14       1.009206316077e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  340       2.466438504656e-13       2.064990089379e-15       1.024764511532e-14       1.000779015276e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  341       2.497167130210e-13       2.028189403870e-15       1.025448456156e-14       9.926559265501e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  342       2.527698950095e-13       1.991789452231e-15       1.024734920387e-14       9.848399257308e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  343       2.557891373811e-13       1.955848325691e-15       1.022644417810e-14       9.773338325994e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  344       2.587598597519e-13       1.920425240857e-15       1.019198361931e-14       9.701404101380e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  345       2.616671580997e-13       1.885580547195e-15       1.014419073727e-14       9.632623637789e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  346       2.644958024616e-13       1.851375734508e-15       1.008329789187e-14       9.567023406540e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  347       2.672302346302e-13       1.817873440418e-15       1.000954666859e-14       9.504629288443e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  348       2.698545658501e-13       1.785137457848e-15       9.923187954005e-15       9.445466566300e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  349       2.723552746849e-13       1.753222438506e-15       9.824488198365e-15       9.389547859717e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  350       2.747294290120e-13       1.722142516005e-15       9.713748336399e-15       9.336836391794e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  351       2.769768010369e-13       1.691901394082e-15       9.591285800246e-15       9.287281181933e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  352       2.790971982881e-13       1.662502530353e-15       9.457428484396e-15       9.240828946561e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  353       2.810904639655e-13       1.633949133672e-15       9.312514827225e-15       9.197424079781e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  354       2.829564772907e-13       1.606244161492e-15       9.156893892527e-15       9.157008634023e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  355       2.846951538554e-13       1.579390317217e-15       8.990925451051e-15       9.119522300691e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  356       2.863064459715e-13       1.553390047565e-15       8.814980062033e-15       9.084902390817e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  357       2.877903430198e-13       1.528245539921e-15       8.629439154732e-15       9.053083815707e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  358       2.891468717997e-13       1.503958719700e-15       8.434695109965e-15       9.023999067597e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  359       2.903760968781e-13       1.480531247698e-15       8.231151341639e-15       8.997578200297e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  360       2.914781209393e-13       1.457964517456e-15       8.019222378286e-15       8.973748809847e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  361       2.924530851336e-13       1.436259652616e-15       7.799333944602e-15       8.952436015163e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  362       2.933011694272e-13       1.415417504274e-15       7.571923042974e-15       8.933562438689e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
