Firma;Benutzer;Benutzerrolle;Revoke User Role
;;;
Column;Column Name;Description / Remark;Location in proALPHA;Data Type;Format
1;Firma;Company;BU_UserGroupRole.Company;CHARACTER;x(10);
2;Benutzer;Users;BU_UserGroupRole.UserName;CHARACTER;x(12);
3;Benutzerrolle;User Role;BU_UserGroupRole.Role;CHARACTER;x(30);
4;Revoke User Role;;;;;
